,Unnamed: 0,artist_name,track_uri,artist_uri,name,album_uri,duration_ms,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,id,song_popularity,explicit,id_artists,release_date,key,mode,time_signature,artist_popularity
4616,4616,Ricky Martin,spotify:track:63I0BWAZ6HxEoiR18ZEmAn,spotify:artist:7slfeZO9LsJbWgpkIoXBUJ,Perdóname,spotify:album:375cUd86z58eqXN2yW3Do9,240653,A Quien Quiera Escuchar,0.396,0.249,0.547,0.0,0.108,-6.326,0.0444,75.09,0.367,63I0BWAZ6HxEoiR18ZEmAn,51,0,['7slfeZO9LsJbWgpkIoXBUJ'],2015-02-10,0,1,4,66
4617,4617,Yuridia,spotify:track:4QS7axg5vSSSbR7CA3z5QU,spotify:artist:5B8ApeENp4bE4EE3LI8jK2,Te Equivocaste,spotify:album:1K33cjiOp7BN2ZMR4BgXbG,244000,6,0.246,0.591,0.799,0.0,0.334,-2.45,0.0343,145.818,0.355,4QS7axg5vSSSbR7CA3z5QU,63,0,['5B8ApeENp4bE4EE3LI8jK2'],2015-10-09,4,1,4,66
4618,4618,Jesse & Joy,spotify:track:1iRvhKiXRElIH2Uf4gd95P,spotify:artist:1mX1TWKpNxDSAH16LgDfiR,Dueles,spotify:album:6pmTwCb5SeTjV9wdnkbDo3,247640,Un besito más,0.277,0.531,0.834,0.0,0.131,-3.944,0.052,142.026,0.526,1iRvhKiXRElIH2Uf4gd95P,75,0,['1mX1TWKpNxDSAH16LgDfiR'],2015-12-04,2,1,4,66
4619,4619,Yuridia,spotify:track:1Pk27SJFLKsyqMJDQrOe5B,spotify:artist:5B8ApeENp4bE4EE3LI8jK2,Cobarde,spotify:album:1K33cjiOp7BN2ZMR4BgXbG,244893,6,0.578,0.533,0.742,5e-06,0.319,-4.162,0.0367,159.853,0.24,1Pk27SJFLKsyqMJDQrOe5B,61,0,['5B8ApeENp4bE4EE3LI8jK2'],2015-10-09,4,1,3,66
4620,4620,Cristian Castro,spotify:track:5Ufz5dUvW8aZ5AdVYRGmsx,spotify:artist:2AZOALDIBORfbzKTuliwdJ,La Malquerida,spotify:album:5o1tsy4vrN01OoOkx00YNA,178613,La Malquerida,0.466,0.484,0.629,0.0,0.116,-4.852,0.0385,137.311,0.258,5Ufz5dUvW8aZ5AdVYRGmsx,55,0,"['2AZOALDIBORfbzKTuliwdJ', '177dG4gTPSBg2F2KXZdPMW', '03Qx159jmT9mvmw5YjzvAs']",2014-07-08,2,1,3,66
4621,4621,Pablo Alborán,spotify:track:5ZZuokF4h1FlfTlSQhLCmG,spotify:artist:5M9Bb4adKAgrOFOhc05Y50,Quién,spotify:album:7kA3hvV7UjgnA5uiUBxwlN,249253,Tanto,0.165,0.621,0.457,0.0,0.194,-5.928,0.0355,141.679,0.277,5ZZuokF4h1FlfTlSQhLCmG,60,0,['5M9Bb4adKAgrOFOhc05Y50'],2012,7,0,4,66
4622,4622,Stryper,spotify:track:2UIKv6IuZv8Mw6CmQhMqmM,spotify:artist:6lE1ly8K8H7u8k2ej2plvv,The Way,spotify:album:4LAVjeUmJl3h3U44sMRrfm,215333,To Hell With The Devil,0.000355,0.4,0.869,0.0229,0.352,-9.548,0.0419,161.184,0.54,2UIKv6IuZv8Mw6CmQhMqmM,32,0,['6lE1ly8K8H7u8k2ej2plvv'],1986-01-01,0,0,4,66
4623,4623,Stryper,spotify:track:28tACbaeqQcWDqOv4gMekt,spotify:artist:6lE1ly8K8H7u8k2ej2plvv,Sing-Along Song,spotify:album:4LAVjeUmJl3h3U44sMRrfm,259600,To Hell With The Devil,0.000874,0.503,0.626,9.78e-05,0.071,-11.141,0.0353,88.633,0.563,28tACbaeqQcWDqOv4gMekt,26,0,['6lE1ly8K8H7u8k2ej2plvv'],1986-01-01,8,1,4,66
4624,4624,Stryper,spotify:track:2R6TKYDMhqySxAP0ldTE3q,spotify:artist:6lE1ly8K8H7u8k2ej2plvv,More Than A Man,spotify:album:4LAVjeUmJl3h3U44sMRrfm,274360,To Hell With The Devil,0.000126,0.436,0.903,0.000684,0.0382,-10.346,0.0787,150.692,0.415,2R6TKYDMhqySxAP0ldTE3q,28,0,['6lE1ly8K8H7u8k2ej2plvv'],1986-01-01,8,1,4,55
4625,4625,Pink Floyd,spotify:track:6FBPOJLxUZEair6x4kLDhf,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,Any Colour You Like,spotify:album:4LH4d3cOWNNsVw41Gqt2kv,206429,The Dark Side of the Moon,0.197,0.277,0.672,0.936,0.423,-12.582,0.0901,150.587,0.505,6FBPOJLxUZEair6x4kLDhf,62,0,['0k17h0D3J5VfsdmQ1iZtE9'],1973-03-01,0,1,4,84
4626,4626,Swizz Beatz,spotify:track:0e9hSrXaYgfvFqYFzuUNHW,spotify:artist:2cADQgiLMjNhbsfeN52Bf3,Money In The Bank,spotify:album:0qu2lW8BMScfALlBRuesrb,191920,One Man Band Man,0.0108,0.837,0.697,0.0,0.377,-5.955,0.299,97.927,0.631,6dRJV7zQ6S8BDdzMdV0MPW,53,1,['2cADQgiLMjNhbsfeN52Bf3'],2007-08-21,0,1,4,33
4627,4627,DRS,spotify:track:7FsrQ9ioJZuTJ9S1ANyl0d,spotify:artist:1MOKcwn9U2PyjjxOFOtCTV,Gangsta Lean,spotify:album:3AD781gf2md5GzXF9H2ocK,322142,Gangsta Lean,0.451,0.742,0.258,0.0,0.0926,-11.885,0.0339,82.576,0.476,7FsrQ9ioJZuTJ9S1ANyl0d,40,1,['1MOKcwn9U2PyjjxOFOtCTV'],1993-08-04,3,0,3,33
4628,4628,Yolanda Adams,spotify:track:2czrGVxIeBTSY01Q3beDH2,spotify:artist:47opbYEKDjXnRk9uLscp11,Be Blessed,spotify:album:64proknDreMseIw47loqez,345040,Day By Day,0.139,0.67,0.503,0.0,0.0905,-6.799,0.0449,110.109,0.186,2czrGVxIeBTSY01Q3beDH2,44,0,['47opbYEKDjXnRk9uLscp11'],2005-08-29,8,1,4,33
4629,4629,Tony! Toni! Toné!,spotify:track:2hcyCCIcnqkZUN85MwXvaY,spotify:artist:7vWlb4pM85jCHvV771qZZW,Me And You,spotify:album:7KTu7Fg01AgY8UdPvbjIep,250933,Boyz N The Hood,0.404,0.703,0.616,0.000943,0.24,-8.098,0.0558,71.689,0.552,2hcyCCIcnqkZUN85MwXvaY,55,0,['7vWlb4pM85jCHvV771qZZW'],1991-01-01,6,1,4,50
4630,4630,Modest Mouse,spotify:track:4asjU3sDnn3002bTJIg2vZ,spotify:artist:1yAwtBaoHLEDWAnWR87hBT,Missed the Boat,spotify:album:2lXBCL76UL5PCPbfAqKBkz,264813,We Were Dead Before The Ship Even Sank,0.0697,0.71,0.698,0.0,0.478,-5.797,0.0332,104.007,0.852,4asjU3sDnn3002bTJIg2vZ,61,0,['1yAwtBaoHLEDWAnWR87hBT'],2007-03-20,2,1,4,43
4631,4631,Red Hot Chili Peppers,spotify:track:3L2Nyi3T7XabH8EEZFLDdX,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Wet Sand,spotify:album:7xl50xr9NDkd3i2kBbzsNZ,309800,Stadium Arcadium,0.0313,0.313,0.753,2.25e-06,0.142,-3.921,0.0285,176.748,0.514,3L2Nyi3T7XabH8EEZFLDdX,64,0,['0L8ExT028jH3ddEcZwqJJ5'],2006-05-09,4,0,4,71
4632,4632,Kanye West,spotify:track:5zuoz1NBnpoHK6g5sbEH8F,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,See You In My Nightmares,spotify:album:3WFTGIO6E3Xh4paEOBY9OU,258120,808s & Heartbreak,0.0626,0.676,0.432,0.0,0.103,-8.035,0.0339,124.597,0.156,5zuoz1NBnpoHK6g5sbEH8F,56,0,"['5K4W6rqBFWDnAN6FQUkS6x', '55Aa2cqylxrFIXC767Z865']",2008-11-24,7,0,4,71
4633,4633,Future,spotify:track:4Arjo1XR9qXsLstvU9fFV3,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,Last Breath,spotify:album:6Vl1FiigNmVpKDMXpRVUCA,239800,CREED: Original Motion Picture Soundtrack,0.431,0.675,0.758,0.00177,0.377,-4.589,0.0368,89.982,0.152,4Arjo1XR9qXsLstvU9fFV3,66,1,['1RyvyyTE3xzB2ZywiAwp0i'],2015-11-20,4,0,4,29
4634,4634,Drake,spotify:track:2fkeWbM6iqTw7oGHTYm2lw,spotify:artist:3TVXtAsR1Inumwj472S9r4,4422,spotify:album:1lXY618HWkwYKJWBRYR4MK,186293,More Life,0.558,0.609,0.229,0.0413,0.113,-12.36,0.0333,111.887,0.19,2fkeWbM6iqTw7oGHTYm2lw,65,0,"['3TVXtAsR1Inumwj472S9r4', '2WoVwexZuODvclzULjPQtm']",2017-03-18,11,0,4,56
4635,4635,Tory Lanez,spotify:track:4WwHFY7aJ6bUcugjb30DDW,spotify:artist:2jku7tDXc6XoB6MO2hFuqg,LUV - Remix,spotify:album:7et4ctIXwpPHwbSQq9d1Pm,166800,LUV,0.0272,0.542,0.545,0.0,0.807,-7.578,0.348,126.319,0.542,4WwHFY7aJ6bUcugjb30DDW,57,1,"['2jku7tDXc6XoB6MO2hFuqg', '3Isy6kedDrgPYoTS1dazA9']",2016-10-07,11,0,3,94
4636,4636,Ed Sheeran,spotify:track:5ULRlgiSPSKTaJN1vU9yso,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Shape of You - Acoustic,spotify:album:5Nk90vGwn59ToxTvSNsKZw,223573,Shape of You,0.49,0.843,0.4,0.0,0.125,-5.576,0.103,100.728,0.927,5ULRlgiSPSKTaJN1vU9yso,65,0,['6eUKZXaKkcviH0Ku9w2n3V'],2017-02-10,8,0,4,63
4637,4637,Arctic Monkeys,spotify:track:15ssS4mEVrTkQyZ7evJUQD,spotify:artist:7Ln80lUS6He07XvHI8qqHH,I Want It All,spotify:album:6645HGh7ZOZSUTpqW9iYLR,185406,AM,0.000637,0.499,0.81,0.0748,0.0625,-5.579,0.0347,131.052,0.288,1j9rezdE3YeC7yktZXC1em,64,0,['7Ln80lUS6He07XvHI8qqHH'],2013-09-09,5,1,4,63
4638,4638,Arctic Monkeys,spotify:track:48ucaKjccruxDbi3Au5ZaH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,The Bad Thing,spotify:album:6rsQnwaoJHxXJRCDBPkBRw,143213,Favourite Worst Nightmare,0.00118,0.545,0.953,0.0,0.26,-3.737,0.0703,111.121,0.591,48ucaKjccruxDbi3Au5ZaH,51,0,['7Ln80lUS6He07XvHI8qqHH'],2007-04-24,2,1,4,63
4639,4639,Arctic Monkeys,spotify:track:3BcQFPRZuuUClWStz29WjN,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Old Yellow Bricks,spotify:album:6rsQnwaoJHxXJRCDBPkBRw,187133,Favourite Worst Nightmare,0.000185,0.663,0.839,4.65e-06,0.0808,-4.453,0.0695,135.155,0.75,3BcQFPRZuuUClWStz29WjN,59,0,['7Ln80lUS6He07XvHI8qqHH'],2007-04-24,0,1,4,41
4640,4640,Arctic Monkeys,spotify:track:52M1FvGd0AkoUwcHL2L8jv,spotify:artist:7Ln80lUS6He07XvHI8qqHH,The Hellcat Spangled Shalalala,spotify:album:2ym2jcqckXqWeTDoxz3Kst,180373,Suck It and See,0.000793,0.449,0.872,0.00062,0.0642,-4.992,0.0507,130.22,0.788,52M1FvGd0AkoUwcHL2L8jv,52,1,['7Ln80lUS6He07XvHI8qqHH'],2011-06-06,11,1,4,33
4641,4641,Arctic Monkeys,spotify:track:2fgQ8COnxtEvaTcNbEtsUf,spotify:artist:7Ln80lUS6He07XvHI8qqHH,That's Where You're Wrong,spotify:album:2ym2jcqckXqWeTDoxz3Kst,256800,Suck It and See,0.000679,0.481,0.883,0.558,0.145,-5.554,0.0638,135.937,0.46,2fgQ8COnxtEvaTcNbEtsUf,55,0,['7Ln80lUS6He07XvHI8qqHH'],2011-06-06,4,1,4,86
4642,4642,Michael Jackson,spotify:track:63gcHyuhAC8G2C0bVQUOJI,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Rockin' Robin,spotify:album:0F4XW0iBOhNFkbn1BuQ8cu,154840,Got To Be There,0.24,0.622,0.721,7.88e-05,0.271,-8.224,0.0983,173.395,0.968,63gcHyuhAC8G2C0bVQUOJI,52,0,['3fMbdgg4jU18AjLCKBhRSm'],1972-01-24,10,1,4,44
4643,4643,The Beatles,spotify:track:2Fk411Ix3qnMG8t8Qa74ZX,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,She Loves You - Mono / Remastered,spotify:album:5ju5Ouzan3QwXqQt1Tihbh,140920,1,0.26,0.377,0.916,0.0,0.074,-3.199,0.0481,75.533,0.912,6nEkxYIEnrbYH7h1hJ8Xn6,67,0,['3WrFJ7ztbogyGnTHbHJFl2'],2000-11-13,4,0,4,55
4644,4644,Frankie Valli & The Four Seasons,spotify:track:5MjwNUe4SSzAzsHoBjlPOm,spotify:artist:6mcrZQmgzFGRWf7C0SObou,Who Loves You,spotify:album:7fbHVufa1ZvEWWpDppEXHU,255600,Who Loves You,0.0729,0.68,0.608,0.0,0.0911,-12.575,0.0499,137.481,0.904,5MjwNUe4SSzAzsHoBjlPOm,59,0,['6mcrZQmgzFGRWf7C0SObou'],1975,2,1,4,59
4645,4645,REO Speedwagon,spotify:track:1IMz8NXt3d1ApV6WJUFmg2,spotify:artist:55vs7NT1KxcFjbMC4y202E,Live Every Moment,spotify:album:35KafpmKh0nDLzBLV75MpR,299960,Wheels Are Turnin',0.00635,0.504,0.851,0.00198,0.314,-9.626,0.0278,156.769,0.961,1IMz8NXt3d1ApV6WJUFmg2,26,0,['55vs7NT1KxcFjbMC4y202E'],1984-11-05,9,1,4,67
4646,4646,Mavado,spotify:track:1g323zkGA2tgTx9IYu5v1j,spotify:artist:0eezS9KmhdjGN436RdTIXu,Come Into My Room,spotify:album:2jlsQcM8DKxTIAz0aUZAqR,212323,Di Genius Presents-Labwork Vol.2,0.0654,0.639,0.664,0.0,0.0751,-4.583,0.168,115.895,0.42,1g323zkGA2tgTx9IYu5v1j,53,1,"['0eezS9KmhdjGN436RdTIXu', '08erObvNX7rs7d4pbuaRCQ', '1s2DqKGaElgMSZsQlH8qRD']",2010-05-11,1,1,5,55
4647,4647,Dishwalla,spotify:track:3ciWav3L7wFcoFtloCCgRn,spotify:artist:6F3NW2aC9Sni1FH7QPSLvw,Somewhere in the Middle,spotify:album:30ovRiMwvlgNVkB0cCfaOb,222773,Opaline,0.00774,0.513,0.815,2.15e-05,0.329,-5.334,0.0364,159.809,0.472,3ciWav3L7wFcoFtloCCgRn,47,0,['6F3NW2aC9Sni1FH7QPSLvw'],2002-08-23,1,1,4,50
4648,4648,Linkin Park,spotify:track:3BnBKNItMng824sLx0pUfy,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,A LIGHT THAT NEVER COMES,spotify:album:2FUsvD1bw53HGOjAg56vRD,229439,RECHARGED,0.00225,0.687,0.871,0.00708,0.134,-5.531,0.0689,115.0,0.539,3BnBKNItMng824sLx0pUfy,63,0,"['6XyY86QOPPrYVGvF9ch6wz', '77AiFEVeAVj2ORpC85QVJs']",2013-10-25,0,1,4,48
4649,4649,Mazzy Star,spotify:track:7l5nkTZpoD93OkynN0gcon,spotify:artist:37w38cCSGgKLdayTRjna4W,Into Dust,spotify:album:5K18gTgac0q6Jma5HkV1vA,336760,So Tonight That I Might See,0.94,0.415,0.132,0.137,0.113,-18.839,0.0353,169.006,0.122,7l5nkTZpoD93OkynN0gcon,61,0,['37w38cCSGgKLdayTRjna4W'],1993-10-05,7,1,4,70
4650,4650,Emmylou Harris,spotify:track:4hlVWkQO0hxR9Ob1IsNdN0,spotify:artist:5s6TJEuHTr9GR894wc6VfP,Every Grain of Sand,spotify:album:3S2rjqCFfpvZKqGcVkHjDP,235800,Wrecking Ball,0.214,0.528,0.395,0.0,0.15,-10.517,0.0269,81.215,0.431,4hlVWkQO0hxR9Ob1IsNdN0,35,0,['5s6TJEuHTr9GR894wc6VfP'],1995-09-26,8,1,3,70
4651,4651,ZHU,spotify:track:01wpPOPqQ3XyS6hBN00HfK,spotify:artist:28j8lBWDdDSHSSt5oPlsX2,In the Morning,spotify:album:6Xhb46t8f3z8FkuXQAj4UV,246495,GENERATIONWHY,0.0232,0.709,0.757,0.335,0.0791,-6.064,0.0356,123.006,0.166,01wpPOPqQ3XyS6hBN00HfK,59,0,['28j8lBWDdDSHSSt5oPlsX2'],2016-07-29,1,1,4,62
4652,4652,Bloc Party,spotify:track:72aCha2Meq7txnk451hz7k,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,Helicopter,spotify:album:4KeTvCYCel3Ky58FirciWp,220173,Silent Alarm,0.00015,0.466,0.954,0.00343,0.387,-3.633,0.132,170.058,0.396,72aCha2Meq7txnk451hz7k,55,0,['3MM8mtgFzaEJsqbjZBSsHJ'],2005-01-01,11,0,4,62
4653,4653,Bloc Party,spotify:track:1IlloBPE1WSEwAMyvDjIzA,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,So Here We Are,spotify:album:4KeTvCYCel3Ky58FirciWp,232320,Silent Alarm,0.00551,0.144,0.841,0.789,0.118,-4.778,0.0535,155.324,0.145,1IlloBPE1WSEwAMyvDjIzA,40,0,['3MM8mtgFzaEJsqbjZBSsHJ'],2005-01-01,9,1,4,62
4654,4654,Kasabian,spotify:track:0jLi0W1txDkElN89igl6BG,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Reason Is Treason,spotify:album:0VyDvw4MT9XDoSzE24yBCc,275413,Kasabian,2.11e-05,0.559,0.702,0.0942,0.101,-8.151,0.0404,140.011,0.171,0jLi0W1txDkElN89igl6BG,43,0,['11wRdbnoYqRddKBrpHt4Ue'],2004-01-30,9,1,4,17
4655,4655,Godsmack,spotify:track:36QG29bbGuJkxNgzY6o9Mu,spotify:artist:6gZq1Q6bdOxsUPUG1TaFbF,Love-Hate-Sex-Pain,spotify:album:6yOWKkrlpmUWOC5yndULeq,315453,The Oracle,6.07e-05,0.215,0.911,3.47e-06,0.183,-4.715,0.0394,183.535,0.47,36QG29bbGuJkxNgzY6o9Mu,63,0,['6gZq1Q6bdOxsUPUG1TaFbF'],2010-01-01,9,1,4,49
4656,4656,Godsmack,spotify:track:3NW1h8l6EY5N6HNBL83S4V,spotify:artist:6gZq1Q6bdOxsUPUG1TaFbF,1000hp,spotify:album:43crHBVr5O6Z71eLsvq0JG,226540,1000hp,4.36e-05,0.52,0.948,1.41e-05,0.0525,-3.951,0.0515,92.091,0.471,3NW1h8l6EY5N6HNBL83S4V,53,1,['6gZq1Q6bdOxsUPUG1TaFbF'],2014-01-01,6,0,4,49
4657,4657,Godsmack,spotify:track:00DlEKhhlQNtjnJk7xqB9O,spotify:artist:6gZq1Q6bdOxsUPUG1TaFbF,Something Different,spotify:album:43crHBVr5O6Z71eLsvq0JG,282464,1000hp,0.000404,0.5,0.89,0.0,0.085,-4.094,0.042,138.743,0.36,00DlEKhhlQNtjnJk7xqB9O,42,0,['6gZq1Q6bdOxsUPUG1TaFbF'],2014-01-01,10,0,4,49
4658,4658,Saliva,spotify:track:3cyX3DY6dvKJjYTvjB3d2Q,spotify:artist:5S6hjAxgxjsLylsTtMIimO,I Walk Alone (Batista),spotify:album:2m4KqjduGuZ3Vd4xdCnwMc,247400,WWE: Wreckless Intent,7.77e-05,0.391,0.876,0.012,0.0714,-4.096,0.0316,150.131,0.299,3cyX3DY6dvKJjYTvjB3d2Q,55,0,"['0spHbv2fw49lDMkbOAdaqX', '5S6hjAxgxjsLylsTtMIimO']",2006-05-23,6,1,4,59
4659,4659,Trapt,spotify:track:0K8Hm9Q7GbyucgQB5BhC5C,spotify:artist:1UdQqCUR7RwB9YYJONwbdM,Echo,spotify:album:1XhENdLbivs69wAsFlcAQG,251733,Trapt,0.00337,0.529,0.836,0.0,0.0665,-4.595,0.0429,163.838,0.394,0K8Hm9Q7GbyucgQB5BhC5C,51,0,['1UdQqCUR7RwB9YYJONwbdM'],2002-11-05,6,0,4,27
4660,4660,Puddle Of Mudd,spotify:track:3e2KBwxibC1rq4bA5TNKW2,spotify:artist:3dXaa6jwM7B52GZpaJEIr5,Psycho,spotify:album:64gmkAgWQqEGJtvAaGm2La,210653,Famous,0.00473,0.573,0.897,0.0,0.278,-3.549,0.0553,126.034,0.463,3e2KBwxibC1rq4bA5TNKW2,66,0,['3dXaa6jwM7B52GZpaJEIr5'],2007-01-01,1,1,4,38
4661,4661,Drowning Pool,spotify:track:4Q1w4Ryyi8KNxxaFlOQClK,spotify:artist:1E4r4z7ivGUcSAnCbINJ9v,Step Up,spotify:album:2rLw6qyXE3fx4abX8acmhy,197293,Desensitized,8.34e-06,0.431,0.962,5.04e-06,0.321,-3.269,0.0789,156.103,0.585,4Q1w4Ryyi8KNxxaFlOQClK,54,0,['1E4r4z7ivGUcSAnCbINJ9v'],2004-01-01,6,1,4,69
4662,4662,Creed,spotify:track:5vRPXm59z8ewWO6WiJHg3m,spotify:artist:43sZBwHjahUvgbx1WNIkIz,My Own Prison,spotify:album:50EmY7MXVsXoUEdwieYbud,298800,My Own Prison,0.0277,0.505,0.778,0.00275,0.115,-4.778,0.0398,140.493,0.284,5vRPXm59z8ewWO6WiJHg3m,64,0,['43sZBwHjahUvgbx1WNIkIz'],1997-01-01,10,1,4,65
4663,4663,Florida Georgia Line,spotify:track:1h2vCbRUWpWnYEgb2hfQbi,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,I'm In A Hurry (And Don't Know Why),spotify:album:34jMqUqRiewI1cSdqMGv0N,171093,Alabama & Friends,0.01,0.556,0.978,0.0,0.274,-3.291,0.0524,128.658,0.678,1h2vCbRUWpWnYEgb2hfQbi,55,0,['3b8QkneNDz4JHKKKlLgYZg'],2013-01-01,7,1,4,76
4664,4664,Nickelback,spotify:track:3rjM7GhxdVq1YySsHBs21i,spotify:artist:6deZN1bslXzeGvOLaLMOIF,Animals,spotify:album:69ny9Y7VrjVP7JNK0xhYke,186600,All The Right Reasons,0.000734,0.572,0.961,0.021,0.207,-3.089,0.0625,76.998,0.818,3rjM7GhxdVq1YySsHBs21i,64,0,['6deZN1bslXzeGvOLaLMOIF'],2005-09-26,7,1,4,51
4665,4665,Stephen Swartz,spotify:track:6lbhkPbkKj6jnPTt1FelVo,spotify:artist:2RMgYVDRYOGHlqqcushWNU,Bullet Train (feat. Joni Fatora),spotify:album:1Yd1ARdvNdMUo6KnuN6q6w,245538,Bullet Train (feat. Joni Fatora),0.00797,0.546,0.703,0.000327,0.175,-3.139,0.123,129.868,0.196,6lbhkPbkKj6jnPTt1FelVo,58,0,['2RMgYVDRYOGHlqqcushWNU'],2012-06-24,8,0,4,50
4666,4666,Drake,spotify:track:4v7SAP4KD96BFLWiCd1vF0,spotify:artist:3TVXtAsR1Inumwj472S9r4,Madonna,spotify:album:0ptlfJfwGTy0Yvrk14JK1I,177840,If You're Reading This It's Too Late,0.0149,0.905,0.492,3.77e-05,0.371,-8.598,0.0595,110.017,0.142,4v7SAP4KD96BFLWiCd1vF0,59,1,['3TVXtAsR1Inumwj472S9r4'],2015-02-12,2,1,4,50
4667,4667,Different Heaven,spotify:track:08z6EsebfUH0Q6J0Wf3eWf,spotify:artist:0pCGA9tdtbWwo1pKIs0CFx,My Heart,spotify:album:33Fc7E5Avn2eAM8jUNuljT,266900,My Heart,0.000279,0.516,0.786,0.00369,0.305,-5.264,0.0412,174.035,0.164,08z6EsebfUH0Q6J0Wf3eWf,62,0,"['0pCGA9tdtbWwo1pKIs0CFx', '1EkJy0Tz2PYa8ohGWOnqkw']",2014-11-13,10,1,4,51
4668,4668,Incubus,spotify:track:2KA5dJ1anLSIbKrq5Hg6B6,spotify:artist:3YcBF2ttyueytpXtEzn1Za,Aqueous Transmission,spotify:album:4FLYVGTsh9tiXOT2uJehkd,466560,Morning View,0.00501,0.415,0.456,0.763,0.178,-12.082,0.0352,151.937,0.0935,5M67k54BVUDADZPryaqV1y,56,0,['3YcBF2ttyueytpXtEzn1Za'],2001-10-23,9,1,4,82
4669,4669,Incubus,spotify:track:0IRvfvDUVIvbvgCDY17wnp,spotify:artist:3YcBF2ttyueytpXtEzn1Za,Are You In?,spotify:album:4FLYVGTsh9tiXOT2uJehkd,264200,Morning View,0.24,0.526,0.587,0.243,0.886,-8.733,0.039,93.986,0.364,1MvJno497VkQR3RsiJcRVm,62,0,['3YcBF2ttyueytpXtEzn1Za'],2001-10-23,2,1,4,82
4670,4670,Rebelution,spotify:track:0BweE3lWBMXRPWWLtLV5z8,spotify:artist:2WjvvwAX0mdWwq3aFuUdtc,Count Me In,spotify:album:05SuSxEPuEJI1RnwTcOCRg,189613,Count Me In,0.0204,0.8,0.661,0.000107,0.0687,-8.291,0.0304,92.015,0.59,0BweE3lWBMXRPWWLtLV5z8,61,0,['2WjvvwAX0mdWwq3aFuUdtc'],2014-06-10,7,1,4,82
4671,4671,Florence + The Machine,spotify:track:7fTqmkB0NuWJfOhZnrJSJg,spotify:artist:1moxjboGR7GNWYIMWsRjgG,Heartlines,spotify:album:19J2iqK89BCrNG4El2FRi5,301453,Ceremonials,0.0597,0.498,0.732,0.0,0.0246,-4.352,0.0361,109.901,0.267,7fTqmkB0NuWJfOhZnrJSJg,49,0,['1moxjboGR7GNWYIMWsRjgG'],2011-01-01,9,0,4,49
4672,4672,Mayday Parade,spotify:track:4v1DBjXexqj9YCvGKOWEY1,spotify:artist:3WfJ1OtrWI7RViX9DMyEGy,"Oh Well, Oh Well",spotify:album:5ioUIvpedCZXXXPE1zvsoV,289870,Mayday Parade (Deluxe Edition),0.000261,0.418,0.862,0.0,0.129,-3.239,0.0451,94.476,0.258,4v1DBjXexqj9YCvGKOWEY1,53,0,['3WfJ1OtrWI7RViX9DMyEGy'],2011-10-03,11,1,4,67
4673,4673,The Animals,spotify:track:5Yl623nUsrMf5QBe5dvzb3,spotify:artist:3ICflSq6ZgYAIrm2CTkfVP,Cheating (Bonus Track),spotify:album:5owTdQnJSxKgLgnz8ZgFmc,143880,Animalisms,0.4,0.427,0.901,0.00817,0.139,-5.528,0.128,98.182,0.63,5Yl623nUsrMf5QBe5dvzb3,32,0,['3ICflSq6ZgYAIrm2CTkfVP'],1966-06,5,1,3,62
4674,4674,Run–D.M.C.,spotify:track:41onDks2UPbyjer5fMeUWf,spotify:artist:3CQIn7N5CuRDP8wEI7FiDA,Christmas In Hollis,spotify:album:5opAMGIf8Hn7xIaTPdHFDv,178613,Tougher Than Leather,0.00463,0.819,0.702,0.000207,0.101,-6.129,0.251,95.094,0.573,41onDks2UPbyjer5fMeUWf,45,0,['3CQIn7N5CuRDP8wEI7FiDA'],1988-09-16,11,0,4,52
4675,4675,Mariah Carey,spotify:track:74VQqRHWXDUyErPqwdeG5D,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,Hark! The Herald Angels Sing / Gloria (In Excelsis Deo),spotify:album:61ulfFSmmxMhc2wCdmdMkN,179440,Merry Christmas,0.848,0.273,0.236,0.0,0.168,-12.139,0.0274,92.933,0.281,74VQqRHWXDUyErPqwdeG5D,35,0,['4iHNK0tOyZPYnBU7nGAgpQ'],1994-11-01,5,1,4,61
4676,4676,Helloween,spotify:track:6Zq6oIx5tOhNNFS9olrSP4,spotify:artist:4pQN0GB0fNEEOfQCaWotsY,Keeper of the Seven Keys,spotify:album:0C00ibrtAGw59osJUg5qOO,817853,"Keeper of the Seven Keys, Pt. II",0.00129,0.284,0.881,2.11e-06,0.142,-8.635,0.0678,126.095,0.337,6Zq6oIx5tOhNNFS9olrSP4,48,0,['4pQN0GB0fNEEOfQCaWotsY'],1988,9,0,4,54
